Game_ID,Score_Dif,Session_num,Time
11,2,1,19.366666666666667
11,-1,1,18.966666666666665
11,1,1,18.066666666666666
11,2,1,17.55
11,0,1,17.083333333333332
11,2,1,16.733333333333334
11,4,1,16.216666666666665
11,6,1,15.216666666666667
11,8,1,15.083333333333334
11,6,1,14.733333333333333
11,4,1,14.016666666666667
11,6,1,13.75
11,4,1,13.15
11,6,1,12.816666666666666
11,4,1,12.583333333333334
11,6,1,11.283333333333333
11,8,1,10.8
11,6,1,9.4
11,4,1,8.783333333333333
11,7,1,8.483333333333333
11,9,1,7.1
11,11,1,6.683333333333334
11,9,1,6.233333333333333
11,7,1,5.1
11,3,1,2.75
11,5,1,2.3666666666666667
11,7,1,1.4833333333333334
11,5,1,1.25
11,8,1,0.7666666666666667
11,11,2,19.15
11,13,2,17.9
11,11,2,16.816666666666666
11,13,2,15.8
11,11,2,15.55
11,13,2,14.233333333333333
11,11,2,13.883333333333333
11,9,2,13.05
11,11,2,12.55
11,8,2,12.05
11,6,2,11.2
11,8,2,10.766666666666667
11,6,2,10.366666666666667
11,8,2,10.116666666666667
11,5,2,8.3
11,7,2,7.916666666666667
11,5,2,7.55
11,8,2,7.233333333333333
11,5,2,6.966666666666667
11,2,2,5.433333333333334
11,2,2,3.283333333333333
11,1,2,2.85
11,-2,2,1.0
11,0,2,0.6833333333333333
11,1,3,4.533333333333333
11,-1,3,4.316666666666666
11,1,3,4.016666666666667
11,-1,3,3.85
11,1,3,3.4833333333333334
11,-1,3,3.15
11,0,3,2.7
11,2,3,2.0
11,4,3,1.0666666666666667
11,2,3,0.9333333333333333
